tconst,title,type,year,minutes,rating,votes,principals,genre
tt0834268,Cousin Urkel,tvEpisode,1990,24,7.5,84,10,Adventure
tt0834269,Ice Station Winslow,tvEpisode,1991,24,7.1,82,10,Adventure
tt0834582,Lupin the 3rd: The Hemingway Papers,tvMovie,1990,92,7.0,232,10,Action
tt0834583,Lupin the 3rd: Napoleon's Dictionary,tvMovie,1991,90,6.5,182,10,Action
tt0834696,Where There's a Will There's a Way: Part 2,tvEpisode,1993,23,7.7,377,10,Comedy
tt0836127,A-Camping We Will Go,tvEpisode,1994,23,7.0,64,10,Adventure
tt0836128,Dark and Stormy Night,tvEpisode,1994,23,6.8,62,10,Adventure
tt0836129,Driving Carl Crazy,tvEpisode,1992,23,7.4,69,10,Adventure
tt0836130,Miracle on Elm Street,tvEpisode,1994,23,7.4,65,10,Adventure
tt0836131,Paradise Bluff,tvEpisode,1994,23,7.1,62,10,Adventure
tt0836132,Saved by the Urkel,tvEpisode,1993,23,7.1,65,10,Adventure
tt0836133,What's Up Doc?,tvEpisode,1995,23,6.4,61,10,Adventure
tt0836134,Whose Kid Is It Anyway?,tvEpisode,1992,23,6.8,79,10,Adventure
tt0836665,Jimi Hendrix: Live at Woodstock,video,1999,87,8.5,485,8,Music
tt0836685,Over Ireland,tvMovie,1998,60,6.7,29,5,Documentary
tt0836699,Soaps' Most Unforgettable Love Stories,tvMovie,1998,60,7.0,7,10,Other
tt0836726,Bugged,tvSeries,1994,60,8.5,6,3,Comedy
tt0836913,Little Big Guy,tvEpisode,1995,23,6.4,62,10,Adventure
tt0836914,Send in the Clone,tvEpisode,1996,22,7.2,56,10,Adventure
tt0836915,Struck by Lightning,tvEpisode,1995,22,7.0,55,10,Adventure
tt0837039,House of Horrors,tvEpisode,1998,120,6.7,7,4,Comedy
tt0837107,Atlantis: In Search of a Lost Continent,tvMovie,1997,45,6.6,17,10,Documentary
tt0837121,The Last Laugh: Memories of the Cosby Show,tvSpecial,1992,30,7.0,5,10,Comedy
tt0837195,Cigars of the Pharaoh: Part 1,tvEpisode,1991,24,7.5,308,10,Action
tt0837196,Cigars of the Pharaoh: Part 2,tvEpisode,1991,24,7.5,282,10,Action
tt0837197,Destination Moon: Part 1,tvEpisode,1992,24,7.5,230,10,Action
tt0837198,Destination Moon: Part 2,tvEpisode,1992,24,7.6,214,10,Action
tt0837199,Explorers on the Moon: Part 1,tvEpisode,1992,24,7.7,223,10,Action
tt0837200,Explorers on the Moon: Part 2,tvEpisode,1992,24,7.7,204,10,Action
tt0837201,Flight 714: Part 1,tvEpisode,1992,24,7.5,224,10,Action
tt0837202,Flight 714: Part 2,tvEpisode,1992,24,7.5,209,10,Action
tt0837203,King Ottokar's Scepter: Part 1,tvEpisode,1992,24,7.4,233,10,Action
tt0837204,King Ottokar's Scepter: Part 2,tvEpisode,1992,24,7.5,220,10,Action
tt0837205,Land of Black Gold: Part 1,tvEpisode,1992,24,7.4,214,10,Action
tt0837207,Prisoners of the Sun: Part 1,tvEpisode,1992,24,7.8,222,10,Action
tt0837208,Prisoners of the Sun: Part 2,tvEpisode,1992,24,7.9,208,10,Action
tt0837209,Red Rackham's Treasure,tvEpisode,1991,24,7.4,304,10,Action
tt0837210,The Black Island: Part 1,tvEpisode,1991,24,7.2,256,10,Action
tt0837211,The Black Island: Part 2,tvEpisode,1991,24,7.3,236,10,Action
tt0837212,The Blue Lotus: Part 1,tvEpisode,1991,24,7.4,281,10,Action
tt0837213,The Blue Lotus: Part 2,tvEpisode,1991,24,7.4,264,10,Action
tt0837214,The Broken Ear: Part 1,tvEpisode,1992,24,7.4,245,10,Action
tt0837215,The Broken Ear: Part 2,tvEpisode,1992,24,7.5,222,10,Action
tt0837216,The Calculus Affair: Part 1,tvEpisode,1991,24,7.4,244,10,Action
tt0837217,The Calculus Affair: Part 2,tvEpisode,1991,24,7.4,229,10,Action
tt0837218,The Castafiore Emerald: Part 1,tvEpisode,1992,24,7.2,210,10,Action
tt0837219,The Castafiore Emerald: Part 2,tvEpisode,1992,24,7.2,195,10,Action
tt0837220,The Crab with the Golden Claws: Part 1,tvEpisode,1991,24,7.5,397,10,Action
tt0837221,The Crab with the Golden Claws: Part 2,tvEpisode,1991,24,7.5,333,10,Action
tt0837222,The Red Sea Sharks: Part 1,tvEpisode,1992,24,7.3,210,10,Action
tt0837223,The Red Sea Sharks: Part 2,tvEpisode,1992,24,7.3,189,10,Action
tt0837224,The Secret of the Unicorn: Part 1,tvEpisode,1991,24,7.6,333,10,Action
tt0837225,The Secret of the Unicorn: Part 2,tvEpisode,1991,24,7.7,302,10,Action
tt0837226,The Seven Crystal Balls: Part 1,tvEpisode,1992,24,7.8,228,10,Action
tt0837227,The Seven Crystal Balls: Part 2,tvEpisode,1992,24,7.8,206,10,Action
tt0837228,The Shooting Star,tvEpisode,1992,24,6.8,253,10,Action
tt0837230,Tintin and the Picaros: Part 2,tvEpisode,1992,24,7.4,200,10,Action
tt0837231,Tintin in America,tvEpisode,1992,24,6.8,256,10,Action
tt0837233,Tintin in Tibet: Part 2,tvEpisode,1992,24,7.5,221,10,Action
tt0837235,Mr. Anderson's Balls,tvEpisode,1994,30,8.5,108,5,Animation
tt0837237,They're Coming to Take Me Away Huh Huh,tvEpisode,1994,28,7.9,113,4,Animation
tt0837316,Flirting with Disaster,tvEpisode,1997,22,6.1,51,10,Adventure
tt0837407,Camping Out,tvEpisode,1990,24,8.4,23,8,Comedy
tt0837409,Front Page Pee-wee,tvEpisode,1990,24,7.4,18,10,Comedy
tt0837415,Playhouse Day,tvEpisode,1990,24,7.6,22,9,Comedy
tt0837418,Something to Do,tvEpisode,1990,24,7.8,18,9,Comedy
tt0837431,Tommy's First Birthday,tvEpisode,1991,23,7.4,182,10,Adventure
tt0837492,Alanis Morissette,tvEpisode,1999,43,6.0,18,10,Documentary
tt0837565,The Witches of Eastwick,tvShort,1992,30,6.3,37,10,Drama
tt0837581,Citizens' Arrest,tvEpisode,1997,23,8.0,89,8,Animation
tt0837620,Crazier for You: Part 2,tvEpisode,1998,23,6.5,62,10,Adventure
tt0837621,Dumb Belle of the Ball,tvEpisode,1997,23,6.7,59,10,Adventure
tt0837622,Stevil II: This Time He's Not Alone,tvEpisode,1997,30,7.1,75,10,Adventure
tt0837623,Trading Places,tvEpisode,1997,23,6.9,59,10,Adventure
tt0837711,A Family Album,tvEpisode,1998,44,8.7,33,10,Drama
tt0838094,The Turkey Who Came to Dinner,tvEpisode,1997,24,7.6,73,10,Adventure
tt0839213,Without a Trace,tvEpisode,1997,51,8.2,10,10,Crime
tt0839471,Harvey Carignan: Harv the Hammer,tvEpisode,1995,26,7.4,7,7,Crime
tt0839625,If Words Could Kill #2,tvEpisode,1999,22,3.9,7,10,Comedy
tt0839626,If Words Could Kill,tvEpisode,1999,22,5.2,5,10,Comedy
tt0839627,Twice a Virgin,tvEpisode,1999,22,4.5,6,10,Comedy
tt0839743,The Black Crystal,video,1991,70,4.6,14,7,Action
tt0839961,Queensrÿche: Operation Livecrime,video,1991,64,9.2,122,8,Crime
tt0840124,Let's Stay Together,tvEpisode,1998,22,7.9,26,10,Comedy
tt0840176,Robin Hoek/Nurse Stimpy,tvEpisode,1991,24,8.1,163,10,Adventure
tt0840447,Easy Money,tvEpisode,1997,30,5.6,5,10,Comedy
tt0840449,Shocked Jock,tvEpisode,1998,30,6.4,5,10,Comedy
tt0840450,The Divorce,tvEpisode,1998,30,6.0,5,10,Comedy
tt0840451,The Movie,tvEpisode,1997,30,5.8,5,10,Comedy
tt0840504,Disneyland's 35th Anniversary Celebration,tvEpisode,1990,60,7.9,25,10,Adventure
tt0840993,Africa's Paradise of Thorns,tvMovie,1997,53,6.0,5,10,Documentary
tt0841144,The Piece,movie,1997,65,7.9,18,9,Comedy
tt0842682,Sci-Fi Buzz,tvSeries,1992,30,8.9,17,10,News
tt0842936,Warner Bros. Celebration of Tradition June 2 1990,tvMovie,1990,150,5.0,21,10,Documentary
tt0843355,Map of the Scars,short,1998,11,5.3,10,8,Short
tt0843847,Driving Miss Daisy,tvShort,1992,30,7.1,35,10,Comedy
tt0843853,Real Sex 12,tvEpisode,1995,14,8.4,9,7,Documentary
tt0843854,Real Sex 20: Ladies Night,tvEpisode,1998,14,8.6,10,10,Documentary
tt0843875,Steel Magnolias,tvShort,1990,30,6.4,41,10,Comedy
tt0844442,Tony and the Honeymooners,tvEpisode,1992,24,7.2,22,10,Comedy
tt0844490,Colorful,tvSeries,1999,109,6.1,94,10,Animation
tt0844518,Bus Trip,tvEpisode,1995,24,8.5,107,8,Animation
tt0844522,Lightning Strikes,tvEpisode,1995,23,7.9,93,4,Animation
tt0844525,Speech Therapy,tvEpisode,1997,24,8.1,89,8,Animation
tt0844787,The Great Kaadini,tvEpisode,1996,22,4.8,8,10,Adventure
tt0844913,Buffaloed/Hathi Meets His Match,tvEpisode,1996,22,5.8,10,9,Adventure
tt0844914,How the Panther Lost Its Roar/The Humans Must Be Crazy,tvEpisode,1996,22,4.0,8,9,Adventure
tt0845080,Film in the Television Age,tvEpisode,1995,60,8.3,11,8,Documentary
tt0845821,A Brand New Day,tvEpisode,1997,44,7.8,41,10,Drama
tt0845822,Jane's Addiction,tvEpisode,1996,44,7.8,37,10,Drama
tt0845823,Un-Janed Melody,tvEpisode,1996,44,7.9,35,10,Drama
tt0846096,Sublime: Sublime,video,1997,30,8.5,55,10,Music
tt0846780,God's Story: From Creation to Eternity,video,1996,80,5.3,7,7,Documentary
tt0847116,Toy Story,short,1992,9,8.1,38,4,Animation
tt0847185,A Night in New York,short,1995,10,5.6,10,8,Comedy
tt0847481,The End of the Line: Rochester's Subway,movie,1995,90,6.8,6,5,Documentary
tt0847671,Alan King: Inside the Comedy Mind,tvSeries,1991,30,7.1,19,4,Talk-Show
tt0848363,The Making of 'The 7th Guest',video,1993,15,5.0,5,10,Documentary
tt0849181,Gunny's Veiled Threat,tvEpisode,1992,30,6.9,8,10,Comedy
tt0849220,We've Got Trouble,tvEpisode,1992,30,6.0,9,10,Comedy
tt0849430,Boogie Man,short,1999,6,4.0,6,10,Comedy
tt0849468,Rules of the Road,short,1993,31,6.5,31,1,Short
tt0850325,New Kids on the Block: No More Games Live!,tvSpecial,1990,150,8.4,10,10,Music
tt0850358,Wyatt Earp: Walk with a Legend,tvShort,1994,22,6.2,19,9,Documentary
tt0850639,L.A. Kids,tvSeries,1990,60,7.7,6,2,Talk-Show
tt0853249,License to Thrill,short,1999,4,8.0,5,9,Action
tt0854013,Pilot: Part 2,tvEpisode,1998,43,7.9,52,10,Action
tt0854036,Think Tank with Ben Wattenberg,tvSeries,1994,30,6.4,8,10,Talk-Show
tt0854117,Billy Joel: From the River of Dreams,tvSpecial,1994,78,7.3,17,10,Music
tt0854119,Breaking the Magician's Code: Magic's Biggest Secrets Finally Revealed 2,tvSpecial,1998,60,8.0,267,10,Documentary
tt0854159,Robert Mitchum: The Reluctant Star,movie,1991,59,7.5,42,10,Other
tt0854163,Shirley MacLaine: Kicking Up Her Heels,video,1996,60,7.6,39,8,Documentary
tt0854166,Steve McQueen: Man on the Edge,video,1990,60,7.4,51,7,Documentary
tt0856214,Curse Death & Spirit,video,1992,65,5.5,149,7,Other
tt0856245,From UFA to Hollywood: Douglas Sirk Remembers,movie,1991,80,7.0,14,6,Documentary
tt0857217,The Graduate at 25,short,1992,22,6.2,34,5,Documentary
tt0857218,The Graduate: One on One with Dustin Hoffman,video,1992,22,5.9,19,2,Documentary
tt0857497,Home Improvement,tvEpisode,1993,28,8.0,157,6,Animation
tt0858324,Engaged to Be Engaged,tvEpisode,1999,30,7.3,11,10,Comedy
tt0858325,The Dance,tvEpisode,1999,30,7.5,12,10,Comedy
tt0859216,Atlanta's Best New Homes,tvSeries,1998,30,4.8,5,3,Other
tt0859617,Sally Field,tvEpisode,1995,44,7.0,34,4,Other
tt0860897,Bubbe Meises: Bubbe Stories,tvMovie,1994,100,6.8,6,3,Other
tt0860936,Untitled 'Naked Lunch' Featurette,short,1991,6,5.9,9,6,Short
tt0861836,Beard Boys,tvEpisode,1994,23,7.6,77,5,Animation
tt0861837,Beavis and Butt-head vs. the Vending Machine,tvEpisode,1994,27,8.3,101,4,Animation
tt0861842,Close Encounters,tvEpisode,1995,22,7.9,79,4,Animation
tt0861845,Date Watchers,tvEpisode,1995,24,7.7,80,5,Animation
tt0861851,Here Comes the Bride's Butt,tvEpisode,1995,23,7.8,86,4,Animation
tt0861866,Safe House,tvEpisode,1994,23,7.4,88,6,Animation
tt0861872,Stewart Moves Away,tvEpisode,1995,29,7.9,87,6,Animation
tt0861880,Yard Sale,tvEpisode,1996,23,8.0,85,4,Animation
tt0862376,Game Guy,tvEpisode,1994,23,6.7,27,9,Action
tt0862377,Harmonic Sonic,tvEpisode,1993,23,5.9,28,10,Action
tt0862378,No Brainer,tvEpisode,1994,23,6.4,25,10,Action
tt0862379,Sonic Past Cool,tvEpisode,1993,23,6.0,26,10,Action
tt0862890,Amazing Worlds of Science Fiction and Fantasy,video,1991,75,7.2,5,7,Other
tt0862925,Clear Cut,short,1994,28,4.8,6,8,Comedy
tt0863113,Car Trouble Darlin',short,1994,17,7.4,5,7,Other
tt0863251,Drinking Butt-ies,tvEpisode,1997,24,7.7,75,5,Animation
tt0863253,Follow Me,tvEpisode,1997,28,7.5,87,7,Animation
tt0863258,Leave It to Beavis,tvEpisode,1997,28,8.1,90,6,Animation
tt0863262,Shopping Cart,tvEpisode,1997,27,7.9,82,6,Animation
tt0863266,Take a Lap,tvEpisode,1997,27,7.5,78,7,Animation
tt0863272,Big Life,tvEpisode,1996,43,8.1,7,10,Crime
tt0863273,Ghost of the Pricky Rose,tvEpisode,1997,43,8.0,6,10,Crime
tt0863274,Lafitte Don't Fail Me Now,tvEpisode,1997,43,7.8,6,10,Crime
tt0863275,Master of Illusion,tvEpisode,1996,42,8.2,6,10,Crime
tt0863276,Murder in Mind,tvEpisode,1996,44,7.0,8,10,Crime
tt0863277,That Voodoo That You Do,tvEpisode,1996,43,8.5,6,10,Crime
tt0864350,Night of 100 Stars III,tvSpecial,1990,180,5.7,23,10,Music
tt0864952,Arctic Kingdom: Life at the Edge,tvMovie,1995,52,7.1,18,7,Documentary
tt0865252,Sonic Racer,tvEpisode,1993,23,6.8,30,10,Action
tt0865856,VeggieTales,tvSeries,1993,32,7.3,1005,10,Animation
tt0868569,Letting Go,tvEpisode,1997,21,5.7,7,10,Comedy
tt0869069,Hooked,video,1996,6,9.1,21,4,Short
tt0869164,Wichita,video,1998,18,8.6,17,8,Drama
tt0870994,Old McDonald or How I Learned to Stop Worrying and Love Being a Scarecrow,short,1994,11,5.1,7,7,Action
tt0871124,Dyno-Might/LABretto,tvEpisode,1998,23,7.6,91,9,Adventure
tt0871548,Shirley Temple: Hollywood's Little Princess,tvEpisode,1997,60,7.7,47,4,Other
tt0871892,The Spy Who Caught a Cold,short,1995,10,6.9,61,10,Short
tt0872068,Aliens,tvEpisode,1996,25,7.4,23,10,Documentary
tt0872069,Baron Frankenstein,tvEpisode,1996,24,7.1,30,10,Documentary
tt0872070,Blood-Drinking Beings,tvEpisode,1996,25,6.9,36,10,Documentary
tt0872071,Demons,tvEpisode,1996,24,7.7,26,10,Documentary
tt0872072,Dinosaurs,tvEpisode,1996,51,7.1,20,10,Documentary
tt0872073,Girl Ghouls,tvEpisode,1996,24,7.0,26,10,Documentary
tt0872074,100 Years of Horror: Gory Gimmicks,tvEpisode,1996,25,7.3,26,10,Documentary
tt0872075,Man-Made Monsters,tvEpisode,1996,25,6.9,21,10,Documentary
tt0872076,Mutants,tvEpisode,1996,25,7.3,21,10,Documentary
tt0872077,Werewolves,tvEpisode,1996,24,7.1,27,10,Documentary
tt0872078,Zombies,tvEpisode,1996,25,7.0,26,10,Documentary
tt0872212,Oasis of Peace,video,1995,28,9.2,12,1,Documentary
tt0872289,Spirited Killer,movie,1994,85,4.2,334,10,Action
tt0872998,A Gummi's Work Is Never Done,tvEpisode,1990,23,8.2,33,10,Animation
tt0873006,True Gritty,tvEpisode,1990,23,7.7,31,10,Animation
tt0874217,Smoke and Mirrors,tvEpisode,1992,23,6.2,16,10,Other
tt0874218,The Shipment,tvEpisode,1990,23,6.5,21,10,Other
tt0874256,Austin 3:16 Uncensored,video,1998,60,8.3,81,1,Other
tt0874289,The Iceman Tapes: Conversations with a Killer,tvEpisode,1992,47,7.6,884,8,Documentary
tt0874416,What Goes Around Comes Around,tvEpisode,1992,23,6.1,11,10,Other
tt0875155,The Weathering Continent,movie,1992,54,6.0,143,10,Adventure
tt0875455,Homework Bound,tvEpisode,1991,24,5.9,8,10,Comedy
tt0875456,Me and My Stuff,tvEpisode,1991,23,7.6,5,10,Comedy
tt0875458,Pilot,tvEpisode,1991,24,8.5,6,10,Comedy
tt0875460,Talkin' Baseball,tvEpisode,1991,23,8.0,5,10,Comedy
tt0876266,Gohar-e shab cheragh,video,1998,127,5.8,8,8,Family
tt0876279,The Last Voyage of the Lusitania,tvEpisode,1994,54,7.4,27,10,Documentary
tt0876293,Waiting for Beckett,video,1993,86,7.8,9,10,Documentary
tt0876769,Silent Movie,tvEpisode,1999,30,7.9,150,10,Comedy
tt0877523,The Making of 'How the West Was Won',video,1998,16,7.0,9,10,Documentary
tt0877764,Answers with Bayless Conley,tvSeries,1990,28,8.1,15,2,Talk-Show
tt0877997,A Different Shade of Pink: Part III,tvEpisode,1995,21,6.2,174,10,Action
tt0878798,Inside Space,tvSeries,1992,60,7.8,5,1,Other
tt0878825,Beavis and Butt Head: Peace Love & Understanding,short,1992,5,6.4,127,3,Animation
tt0879804,Encyclopedia of Martial Arts: Hollywood Celebrities,video,1995,58,8.0,9,10,Documentary
tt0879855,Spotlight on Location: Fear and Loathing in Las Vegas,video,1998,11,7.3,37,4,Documentary
tt0881044,Broadway Beat,tvSeries,1990,30,7.0,6,10,News
tt0882144,The Hunt for Pancho Villa,tvEpisode,1993,60,6.0,8,2,Other
tt0882480,NFL2Night,tvSeries,1998,30,7.5,85,10,News
tt0882699,Big City,tvEpisode,1999,23,6.4,8,9,Comedy
tt0882702,Real World,tvEpisode,1999,23,7.3,10,10,Comedy
tt0884667,Stinky's Smelly Flower,tvEpisode,1996,57,8.4,9,10,Adventure
tt0884729,Elvis: Death of a Legend,video,1997,80,7.7,6,1,Documentary
tt0884808,El revolucionario - parte II,video,1996,52,5.0,24,10,Other
tt0884827,Barney's Halloween Party,video,1998,50,7.1,21,10,Family
tt0885253,Romeo and Juliet in Sarajevo,tvEpisode,1994,90,8.8,37,10,Documentary
tt0885467,The 1995 Source Hip-Hop Music Awards,tvSpecial,1995,120,8.1,14,10,Music
tt0885519,The Sex Book Video,video,1992,60,7.4,247,10,Documentary
tt0886473,Dark Shadows: Behind the Scenes,video,1991,60,8.3,9,10,Other
tt0886479,The Doll and the Four-Armed Man,short,1998,25,9.0,23,3,Short
tt0886538,The Tree Ghost,video,1996,30,9.0,24,5,Short
tt0886679,The Black Dahlia,tvEpisode,1999,47,6.8,8,10,Documentary
tt0887037,Little Big Kraft,tvEpisode,1998,30,7.5,195,10,Comedy
tt0887728,Courage: Profiles in Creativity,movie,1998,62,4.2,11,10,Documentary
tt0887771,Pocahontas: The Girl Who Lived in Two Worlds,video,1995,31,6.3,7,3,Animation
tt0887947,Pulp Comics: Louis C.K.'s Filthy Stupid Talent Show,tvShort,1999,21,7.5,52,10,Comedy
tt0888001,The American Film Institute Presents: TV or Not TV?,tvShort,1990,30,5.4,16,10,Comedy
tt0888036,Legal Aid,tvShort,1999,30,5.0,6,4,Comedy
tt0888154,Unfortunate Cookie/The Muffin King,tvEpisode,1997,23,7.8,104,9,Adventure
tt0888483,Bon Jovi: Cross Road,video,1994,80,9.0,24,5,Music
tt0888726,Zwei Mütter,video,1996,46,8.2,5,4,Other
tt0888822,Ambush in Mogadishu,tvEpisode,1998,90,7.8,14,10,Documentary
tt0889170,Blue Seed 2,movie,1997,100,6.3,48,10,Animation
tt0889194,Boys Over Flowers,movie,1995,78,6.7,88,10,Other
tt0889663,Sinbad's Summer Jam 5: 70's Soul Music Festival,tvSpecial,1999,57,8.4,5,10,Music
tt0891342,Punk Rock Summer Camp,video,1999,82,8.4,10,10,Music
tt0891948,On the Right Track,tvEpisode,1999,24,6.9,26,10,Adventure
tt0892414,MTV's Singled Out: Dirt on the Dates,video,1996,50,6.6,12,10,Game-Show
tt0892426,River Bottom,movie,1993,95,8.1,7,10,Drama
tt0892659,A Separate Peace,tvEpisode,1997,21,6.3,22,10,Comedy
tt0892660,Gimme a Brake,tvEpisode,1996,21,5.9,22,10,Comedy
tt0892661,You Are So Beautiful,tvEpisode,1996,21,6.4,20,10,Comedy
tt0892730,Flood Warning,tvEpisode,1998,24,7.6,44,10,Adventure
tt0892883,Oh Noooooo! It's Mr. Bill's 20th Anniversary,video,1995,40,7.0,12,2,Comedy
tt0893212,The Chronicle,tvEpisode,1998,44,7.7,1519,10,Comedy
tt0893324,Evil Night,video,1992,70,4.9,64,10,Other
tt0893550,Shadow Rising,short,1996,15,8.0,18,5,Animation
tt0894112,Louis C.K.,tvEpisode,1996,27,7.4,93,5,Comedy
tt0894115,Ray Romano,tvEpisode,1996,27,6.7,21,5,Comedy
tt0896232,Intimate Portrait,tvSeries,1990,60,7.2,186,10,Other
tt0896369,George Washington Kissed Here,tvEpisode,1993,23,4.3,10,10,Comedy
tt0896370,The Love Bug,tvEpisode,1995,21,3.6,12,10,Comedy
tt0896371,Welcome to Bayside,tvEpisode,1995,21,3.6,12,10,Comedy
tt0896528,The Butterfly Dance,short,1998,27,6.0,5,8,Other
tt0897429,National Geographic Video: The Savage Garden,video,1997,60,7.9,53,6,Comedy
tt0897442,Teenage Mutant Ninja Turtles: The Turtles Awesome Easter,video,1991,66,7.2,43,5,Animation
tt0897462,Swim by Me,tvEpisode,1992,22,8.2,12,10,Adventure
tt0898297,Elvis: The Great Performances - Center Stage Volume One,video,1990,52,8.1,37,10,Music
tt0898815,Know Thine Enemy: Part 1,tvEpisode,1991,21,8.6,14,10,Adventure
tt0898889,Alicia en el país de las maravillas,video,1995,45,5.2,134,10,Animation
tt0899119,Monday Night Countdown,tvSeries,1993,90,7.6,48,10,News
tt0899185,Behind the Scenes: 'Die Hard: With a Vengeance',tvEpisode,1995,22,8.1,14,10,Documentary
tt0899194,The Making of 'Mighty Morphin Power Rangers: The Movie',tvShort,1995,20,6.3,29,10,Documentary
tt0899195,The Making of 'The Nightmare Before Christmas',tvShort,1993,25,8.0,22,2,Family
tt0899196,The Making of 'True Lies',tvShort,1994,23,7.1,17,10,Documentary
tt0899214,El regalo mágico del muñeco de nieve,video,1995,47,6.2,161,10,Animation
tt0899287,Prince and The N.P.G.: Diamonds and Pearls - Video Collection,video,1992,58,7.9,201,10,Music
tt0900088,Playhouse for Sale,tvEpisode,1990,24,7.7,25,10,Comedy
tt0900208,A Gallant Swordsman,tvEpisode,1996,24,7.8,34,10,Action
tt0900209,Fated Confession,tvEpisode,1996,23,7.8,38,10,Action
tt0900210,The Capital of Intrigue,tvEpisode,1996,25,7.9,32,10,Action
tt0900211,The Diabolical Adonis,tvEpisode,1996,23,7.7,34,10,Action
tt0900212,The Mark of the Brothers,tvEpisode,1996,24,7.9,32,10,Action
tt0900213,Unexpected Partings,tvEpisode,1996,23,7.9,32,10,Action
tt0900687,Shadow of Angels: Part 2,tvEpisode,1997,47,7.7,24,10,Crime
tt0900838,The Girl from the Mystic Moon,tvEpisode,1996,25,8.0,36,10,Action
tt0900955,The Making of 'The Pagemaster',tvShort,1994,20,7.1,7,5,Documentary
tt0901398,The Day the Angel Flew,tvEpisode,1996,23,7.9,33,10,Action
tt0902133,Strange New World,tvEpisode,1999,23,5.3,6,10,Animation
tt0902134,The Grandparent Trap,tvEpisode,1999,23,5.8,6,10,Animation
tt0902284,Fortune Cookie,short,1991,32,5.3,344,10,Comedy
tt0902360,Anywhere But Here,tvEpisode,1999,23,4.8,9,10,Animation
tt0902978,The Funtastic World of Hanna-Barbera,short,1990,8,7.9,40,10,Adventure
tt0904556,A Recipe for Trouble,tvEpisode,1990,11,8.2,30,10,Animation
tt0904568,Friar Tum,tvEpisode,1990,11,8.0,35,10,Animation
tt0904576,King Igthorn: Part I,tvEpisode,1990,23,8.5,37,10,Animation
tt0904577,King Igthorn: Part II,tvEpisode,1990,23,8.5,36,10,Animation
tt0904583,May the Best Princess Win,tvEpisode,1991,23,8.2,31,10,Animation
tt0904588,Never Give a Gummi an Even Break,tvEpisode,1990,11,8.0,30,10,Animation
tt0904590,Once More the Crimson Avenger,tvEpisode,1990,23,7.9,32,10,Animation
tt0904592,Patchwork Gummi,tvEpisode,1990,23,8.2,33,10,Animation
tt0904595,Queen of the Carpies,tvEpisode,1990,23,7.8,32,10,Animation
tt0904597,Rocking Chair Bear,tvEpisode,1991,23,8.3,33,10,Animation
tt0904604,The Rite Stuff,tvEpisode,1991,23,8.3,33,10,Animation
tt0904610,Thornberry to the Rescue,tvEpisode,1990,23,8.1,32,10,Animation
tt0904613,Trading Faces,tvEpisode,1991,23,7.9,31,10,Animation
tt0904614,Tummi Trouble,tvEpisode,1991,23,8.2,32,10,Animation
tt0904616,Tuxford's Turnaround,tvEpisode,1990,23,7.8,31,10,Animation
tt0904620,Wings Over Dunwyn,tvEpisode,1991,23,8.4,38,10,Animation
tt0904623,Zummi in Slumberland,tvEpisode,1990,11,7.8,31,10,Animation
tt0905261,Memories of a Wing,tvEpisode,1996,23,7.9,31,10,Action
tt0905262,Prophecy of Death,tvEpisode,1996,23,7.9,31,10,Action
tt0905263,Red Destiny,tvEpisode,1996,23,7.9,29,10,Action
tt0905264,The Blue-Eyed Prince,tvEpisode,1996,23,8.0,31,10,Action
tt0905265,The Secret Door,tvEpisode,1996,23,8.0,30,10,Action
tt0907533,Misfits and Miracles,tvEpisode,1991,60,8.0,30,10,Adventure
tt0907683,Beck,tvSeries,1997,90,7.4,4120,10,Crime
tt0907876,Meet the Press,tvSeries,1992,30,5.5,37,10,News
tt0909810,David Hasselhoff Live & Forever,video,1990,105,6.5,13,10,Music
tt0910317,Ariel's Treasures,tvEpisode,1994,23,7.4,30,10,Adventure
tt0910782,The Deepest Fear,tvEpisode,1999,22,6.0,21,10,Action
tt0910852,La cenicienta,video,1994,48,6.5,282,10,Animation
tt0910857,Crucible of Empire: The Spanish American War,tvMovie,1999,120,7.3,31,10,Documentary
tt0910908,El libro de la selva,video,1995,48,6.1,189,10,Adventure
tt0911919,Beauty and the Beast,tvEpisode,1994,19,7.2,178,10,Action
tt0911920,Opposites Attract,tvEpisode,1994,21,6.8,172,10,Action
tt0912682,Design Remix,tvSeries,1999,30,6.4,5,3,Other
tt0913306,Undercover History,tvSeries,1997,52,7.0,24,10,Documentary
tt0913409,Breaking the Magician's Code: Magic's Biggest Secrets Finally Revealed 4 - Unmasking the Magician: The Final Reveal,tvSpecial,1998,50,8.1,261,10,Other
tt0913410,Breaking the Magician's Code: Magic's Biggest Secrets Finally Revealed 3,tvSpecial,1998,50,8.0,209,10,Documentary
tt0914675,A Pig Surprise,tvEpisode,1994,21,6.2,205,10,Action
tt0914676,Clean-Up Club,tvEpisode,1993,20,7.1,206,10,Action
tt0914677,Gung Ho!,tvEpisode,1993,21,7.7,230,10,Action
tt0914678,Wheel of Misfortune,tvEpisode,1993,20,5.5,225,10,Action
tt0914814,Los mineros,movie,1991,57,7.8,6,3,Other
tt0916997,George Expresses Himself,tvEpisode,1994,30,8.6,11,10,Comedy
tt0918650,Nile: River of Gods,tvMovie,1995,100,7.4,11,9,Documentary
tt0918792,Crystal of Nightmares,tvEpisode,1994,21,7.0,201,10,Action
tt0918793,Grumble Bee,tvEpisode,1994,21,6.9,193,10,Action
